,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
365512,"frozenset({"" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'u-Ziq'"", "" 'Rihanna'""})","frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})",0.057249866238630286,0.06260032102728733,0.057249866238630286,1.0,15.974358974358973,0.05366600623332277,inf
393163,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'Rihanna'"", "" 'Kelly Clarkson'""})","frozenset({"" 'u-Ziq'"", "" 'Black Eyed Peas'""})",0.05457463884430177,0.06260032102728733,0.05457463884430177,1.0,15.974358974358973,0.05115824893270021,inf
393164,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'u-Ziq'"", "" 'Rihanna'""})","frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})",0.05457463884430177,0.06260032102728733,0.05457463884430177,1.0,15.974358974358973,0.05115824893270021,inf
393411,"frozenset({"" 'Mr. Mister'"", "" 'Beyonce'"", "" 'Rihanna'"", "" 'Kelly Clarkson'""})","frozenset({"" 'u-Ziq'"", "" 'Black Eyed Peas'""})",0.05350454788657036,0.06260032102728733,0.05350454788657036,1.0,15.974358974358973,0.050155146012451184,inf
393412,"frozenset({"" 'Mr. Mister'"", "" 'Beyonce'"", "" 'u-Ziq'"", "" 'Rihanna'""})","frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})",0.05350454788657036,0.06260032102728733,0.05350454788657036,1.0,15.974358974358973,0.050155146012451184,inf
409467,"frozenset({"" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Beyonce'"", "" 'Kelly Clarkson'""})","frozenset({"" 'u-Ziq'"", "" 'Black Eyed Peas'""})",0.051364365971107544,0.06260032102728733,0.051364365971107544,1.0,15.974358974358973,0.04814894017195314,inf
409468,"frozenset({"" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Beyonce'"", "" 'u-Ziq'""})","frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})",0.051364365971107544,0.06260032102728733,0.051364365971107544,1.0,15.974358974358973,0.04814894017195314,inf
409655,"frozenset({"" 'Britney Spears'"", "" 'Katy Perry'"", "" 'Mr. Mister'"", "" 'Kelly Clarkson'""})","frozenset({"" 'u-Ziq'"", "" 'Black Eyed Peas'""})",0.05082932049224184,0.06260032102728733,0.05082932049224184,1.0,15.974358974358973,0.04764738871182863,inf
409656,"frozenset({"" 'Britney Spears'"", "" 'Katy Perry'"", "" 'Mr. Mister'"", "" 'u-Ziq'""})","frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})",0.05082932049224184,0.06260032102728733,0.05082932049224184,1.0,15.974358974358973,0.04764738871182863,inf
485812,"frozenset({"" 'Mr. Mister'"", "" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Rihanna'"", "" 'Kelly Clarkson'""})","frozenset({"" 'u-Ziq'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06260032102728733,0.051899411449973246,1.0,15.974358974358973,0.04865049163207765,inf
485813,"frozenset({"" 'Mr. Mister'"", "" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Rihanna'"", "" 'u-Ziq'""})","frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06260032102728733,0.051899411449973246,1.0,15.974358974358973,0.04865049163207765,inf
566578,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Kelly Clarkson'""})","frozenset({"" 'u-Ziq'"", "" 'Black Eyed Peas'""})",0.052434456928838954,0.06260032102728733,0.052434456928838954,1.0,15.974358974358973,0.04915204309220217,inf
566579,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'u-Ziq'""})","frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})",0.052434456928838954,0.06260032102728733,0.052434456928838954,1.0,15.974358974358973,0.04915204309220217,inf
566956,"frozenset({"" 'Mr. Mister'"", "" 'Britney Spears'"", "" 'Beyonce'"", "" 'Rihanna'"", "" 'Kelly Clarkson'""})","frozenset({"" 'u-Ziq'"", "" 'Black Eyed Peas'""})",0.05082932049224184,0.06260032102728733,0.05082932049224184,1.0,15.974358974358973,0.04764738871182863,inf
566957,"frozenset({"" 'Mr. Mister'"", "" 'Britney Spears'"", "" 'Beyonce'"", "" 'Rihanna'"", "" 'u-Ziq'""})","frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})",0.05082932049224184,0.06260032102728733,0.05082932049224184,1.0,15.974358974358973,0.04764738871182863,inf
607674,"frozenset({"" 'Britney Spears'"", "" 'The Temper Trap'"", "" 'Mr. Mister'"", "" 'Ke$ha'""})","frozenset({"" 'Katy Perry'"", "" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.052969502407704656,0.06260032102728733,0.052969502407704656,1.0,15.974358974358973,0.04965359455232667,inf
693781,"frozenset({"" 'Mr. Mister'"", "" 'The Temper Trap'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Ke$ha'""})","frozenset({"" 'Katy Perry'"", "" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06260032102728733,0.051899411449973246,1.0,15.974358974358973,0.04865049163207765,inf
607693,"frozenset({"" 'The Temper Trap'"", "" 'Britney Spears'"", "" 'Ke$ha'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Katy Perry'"", "" 'Mr. Mister'"", "" 'Glee Cast'""})",0.052969502407704656,0.06367041198501873,0.052969502407704656,1.0,15.705882352941176,0.04959691236676466,inf
693812,"frozenset({"" 'The Temper Trap'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'Ke$ha'""})","frozenset({"" 'Katy Perry'"", "" 'Mr. Mister'"", "" 'Glee Cast'""})",0.051899411449973246,0.06367041198501873,0.051899411449973246,1.0,15.705882352941176,0.04859495454117345,inf
691497,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'The Temper Trap'"", "" 'Rihanna'"", "" 'Katy Perry'""})","frozenset({"" 'Britney Spears'"", "" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06420545746388442,0.051899411449973246,1.0,15.575000000000001,0.04856718599572135,inf
64872,"frozenset({"" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.06260032102728733,0.06474050294275013,0.06260032102728733,1.0,15.446280991735538,0.05854754475960313,inf
64873,"frozenset({"" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.06260032102728733,0.06474050294275013,0.06260032102728733,1.0,15.446280991735538,0.05854754475960313,inf
145873,"frozenset({"" 'Lady Gaga'"", "" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05564472980203317,0.06474050294275013,0.05564472980203317,1.0,15.446280991735538,0.05204226200853611,inf
145874,"frozenset({"" 'Lady Gaga'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05564472980203317,0.06474050294275013,0.05564472980203317,1.0,15.446280991735538,0.05204226200853611,inf
177643,"frozenset({"" 'Kelly Clarkson'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.060460139111824504,0.06474050294275013,0.060460139111824504,1.0,15.446280991735538,0.05654591929773635,inf
177644,"frozenset({"" 'Rihanna'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.060460139111824504,0.06474050294275013,0.060460139111824504,1.0,15.446280991735538,0.05654591929773635,inf
194563,"frozenset({"" 'Britney Spears'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05885500267522739,0.06474050294275013,0.05885500267522739,1.0,15.446280991735538,0.05504470020133627,inf
194564,"frozenset({"" 'Britney Spears'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05885500267522739,0.06474050294275013,0.05885500267522739,1.0,15.446280991735538,0.05504470020133627,inf
210910,"frozenset({"" 'Christina Aguilera'"", "" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05564472980203317,0.06474050294275013,0.05564472980203317,1.0,15.446280991735538,0.05204226200853611,inf
210911,"frozenset({"" 'Christina Aguilera'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05564472980203317,0.06474050294275013,0.05564472980203317,1.0,15.446280991735538,0.05204226200853611,inf
211183,"frozenset({"" 'Kelly Clarkson'"", "" 'Beyonce'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05403959336543606,0.06474050294275013,0.05403959336543606,1.0,15.446280991735538,0.05054104291213603,inf
211184,"frozenset({"" 'Beyonce'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05403959336543606,0.06474050294275013,0.05403959336543606,1.0,15.446280991735538,0.05054104291213603,inf
211273,"frozenset({"" 'Katy Perry'"", "" 'Kelly Clarkson'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.052434456928838954,0.06474050294275013,0.052434456928838954,1.0,15.446280991735538,0.049039823815735954,inf
211274,"frozenset({"" 'Katy Perry'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.052434456928838954,0.06474050294275013,0.052434456928838954,1.0,15.446280991735538,0.049039823815735954,inf
307486,"frozenset({"" 'Lady Gaga'"", "" 'Kelly Clarkson'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05350454788657036,0.06474050294275013,0.05350454788657036,1.0,15.446280991735538,0.050040636546669334,inf
307487,"frozenset({"" 'Lady Gaga'"", "" 'Rihanna'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05350454788657036,0.06474050294275013,0.05350454788657036,1.0,15.446280991735538,0.050040636546669334,inf
328628,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05350454788657036,0.06474050294275013,0.05350454788657036,1.0,15.446280991735538,0.050040636546669334,inf
328629,"frozenset({"" 'Lady Gaga'"", "" 'Britney Spears'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05350454788657036,0.06474050294275013,0.05350454788657036,1.0,15.446280991735538,0.050040636546669334,inf
365518,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.057249866238630286,0.06474050294275013,0.057249866238630286,1.0,15.446280991735538,0.05354348110493619,inf
365519,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.057249866238630286,0.06474050294275013,0.057249866238630286,1.0,15.446280991735538,0.05354348110493619,inf
393166,"frozenset({"" 'Christina Aguilera'"", "" 'Kelly Clarkson'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05457463884430177,0.06474050294275013,0.05457463884430177,1.0,15.446280991735538,0.05104144927760272,inf
393167,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05457463884430177,0.06474050294275013,0.05457463884430177,1.0,15.446280991735538,0.05104144927760272,inf
393418,"frozenset({"" 'Kelly Clarkson'"", "" 'Rihanna'"", "" 'Beyonce'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05350454788657036,0.06474050294275013,0.05350454788657036,1.0,15.446280991735538,0.050040636546669334,inf
393419,"frozenset({"" 'Rihanna'"", "" 'Beyonce'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05350454788657036,0.06474050294275013,0.05350454788657036,1.0,15.446280991735538,0.050040636546669334,inf
393480,"frozenset({"" 'Katy Perry'"", "" 'Kelly Clarkson'"", "" 'Rihanna'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05082932049224184,0.06474050294275013,0.05082932049224184,1.0,15.446280991735538,0.04753860471933587,inf
393481,"frozenset({"" 'Katy Perry'"", "" 'Rihanna'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05082932049224184,0.06474050294275013,0.05082932049224184,1.0,15.446280991735538,0.04753860471933587,inf
409038,"frozenset({"" 'Christina Aguilera'"", "" 'Britney Spears'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05350454788657036,0.06474050294275013,0.05350454788657036,1.0,15.446280991735538,0.050040636546669334,inf
409039,"frozenset({"" 'Christina Aguilera'"", "" 'Britney Spears'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05350454788657036,0.06474050294275013,0.05350454788657036,1.0,15.446280991735538,0.050040636546669334,inf
409476,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.051364365971107544,0.06474050294275013,0.051364365971107544,1.0,15.446280991735538,0.04803901108480256,inf
409477,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.051364365971107544,0.06474050294275013,0.051364365971107544,1.0,15.446280991735538,0.04803901108480256,inf
409662,"frozenset({"" 'Katy Perry'"", "" 'Britney Spears'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05082932049224184,0.06474050294275013,0.05082932049224184,1.0,15.446280991735538,0.04753860471933587,inf
409663,"frozenset({"" 'Katy Perry'"", "" 'Britney Spears'"", "" 'u-Ziq'"", "" 'Black Eyed Peas'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05082932049224184,0.06474050294275013,0.05082932049224184,1.0,15.446280991735538,0.04753860471933587,inf
485824,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.051899411449973246,0.06474050294275013,0.051899411449973246,1.0,15.446280991735538,0.048539417450269254,inf
485825,"frozenset({"" 'Britney Spears'"", "" 'Lady Gaga'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'u-Ziq'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.051899411449973246,0.06474050294275013,0.051899411449973246,1.0,15.446280991735538,0.048539417450269254,inf
566585,"frozenset({"" 'Christina Aguilera'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.052434456928838954,0.06474050294275013,0.052434456928838954,1.0,15.446280991735538,0.049039823815735954,inf
566586,"frozenset({"" 'Christina Aguilera'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'u-Ziq'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.052434456928838954,0.06474050294275013,0.052434456928838954,1.0,15.446280991735538,0.049039823815735954,inf
566968,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'Kelly Clarkson'""})","frozenset({"" 'Mr. Mister'"", "" 'u-Ziq'""})",0.05082932049224184,0.06474050294275013,0.05082932049224184,1.0,15.446280991735538,0.04753860471933587,inf
566969,"frozenset({"" 'Britney Spears'"", "" 'Beyonce'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'u-Ziq'""})","frozenset({"" 'Mr. Mister'"", "" 'Kelly Clarkson'""})",0.05082932049224184,0.06474050294275013,0.05082932049224184,1.0,15.446280991735538,0.04753860471933587,inf
607687,"frozenset({"" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Ke$ha'"", "" 'Glee Cast'""})","frozenset({"" 'The Temper Trap'"", "" 'Katy Perry'"", "" 'Black Eyed Peas'""})",0.052969502407704656,0.06474050294275013,0.052969502407704656,1.0,15.446280991735538,0.04954023018120264,inf
691516,"frozenset({"" 'Christina Aguilera'"", "" 'The Temper Trap'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'Katy Perry'""})","frozenset({"" 'Britney Spears'"", "" 'Mr. Mister'"", "" 'Glee Cast'""})",0.051899411449973246,0.06474050294275013,0.051899411449973246,1.0,15.446280991735538,0.048539417450269254,inf
693804,"frozenset({"" 'Mr. Mister'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Ke$ha'"", "" 'Glee Cast'""})","frozenset({"" 'The Temper Trap'"", "" 'Katy Perry'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06474050294275013,0.051899411449973246,1.0,15.446280991735538,0.048539417450269254,inf
691509,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'Rihanna'"", "" 'Katy Perry'"", "" 'Glee Cast'""})","frozenset({"" 'The Temper Trap'"", "" 'Britney Spears'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06634563937934725,0.051899411449973246,1.0,15.07258064516129,0.048456111813912954,inf
564990,"frozenset({"" 'Lady Gaga'"", "" 'Ke$ha'"", "" 'Glee Cast'"", "" 'Black Eyed Peas'""})","frozenset({"" 'The Temper Trap'"", "" 'Mr. Mister'"", "" 'Katy Perry'""})",0.05029427501337614,0.06688068485821295,0.05029427501337614,1.0,14.951999999999998,0.046930559456034235,inf
607704,"frozenset({"" 'Britney Spears'"", "" 'Ke$ha'"", "" 'Glee Cast'"", "" 'Black Eyed Peas'""})","frozenset({"" 'The Temper Trap'"", "" 'Mr. Mister'"", "" 'Katy Perry'""})",0.052969502407704656,0.06688068485821295,0.052969502407704656,1.0,14.951999999999998,0.04942686581007861,inf
693828,"frozenset({"" 'Britney Spears'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'Ke$ha'"", "" 'Glee Cast'""})","frozenset({"" 'The Temper Trap'"", "" 'Mr. Mister'"", "" 'Katy Perry'""})",0.051899411449973246,0.06688068485821295,0.051899411449973246,1.0,14.951999999999998,0.048428343268460856,inf
41923,"frozenset({"" 'Red Hot Chili Peppers'"", "" 'Calexico'""})","frozenset({"" 'Sarah Vaughan'"", "" 'The Beatles'""})",0.05457463884430177,0.06741573033707865,0.05457463884430177,1.0,14.833333333333334,0.05089544970873086,inf
41927,"frozenset({"" 'Red Hot Chili Peppers'"", "" 'The Beatles'""})","frozenset({"" 'Sarah Vaughan'"", "" 'Calexico'""})",0.05457463884430177,0.06741573033707865,0.05457463884430177,1.0,14.833333333333334,0.05089544970873086,inf
691524,"frozenset({"" 'Christina Aguilera'"", "" 'Rihanna'"", "" 'Black Eyed Peas'"", "" 'Katy Perry'"", "" 'Glee Cast'""})","frozenset({"" 'Britney Spears'"", "" 'The Temper Trap'"", "" 'Mr. Mister'""})",0.051899411449973246,0.06741573033707865,0.051899411449973246,1.0,14.833333333333334,0.04840057472300876,inf
424843,"frozenset({"" 'Britney Spears'"", "" 'The Temper Trap'"", "" 'Mr. Mister'"", "" 'Ke$ha'""})","frozenset({"" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.052969502407704656,0.06795077581594436,0.052969502407704656,1.0,14.716535433070865,0.04937018362451659,inf
592156,"frozenset({"" 'Mr. Mister'"", "" 'The Temper Trap'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Ke$ha'""})","frozenset({"" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06795077581594436,0.051899411449973246,1.0,14.716535433070865,0.048372806177556654,inf
597574,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'The Temper Trap'"", "" 'Rihanna'"", "" 'Katy Perry'""})","frozenset({"" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06795077581594436,0.051899411449973246,1.0,14.716535433070865,0.048372806177556654,inf
607654,"frozenset({"" 'Mr. Mister'"", "" 'The Temper Trap'"", "" 'Britney Spears'"", "" 'Katy Perry'"", "" 'Ke$ha'""})","frozenset({"" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.052969502407704656,0.06795077581594436,0.052969502407704656,1.0,14.716535433070865,0.04937018362451659,inf
691465,"frozenset({"" 'Christina Aguilera'"", "" 'Mr. Mister'"", "" 'The Temper Trap'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Katy Perry'""})","frozenset({"" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06795077581594436,0.051899411449973246,1.0,14.716535433070865,0.048372806177556654,inf
693754,"frozenset({"" 'Mr. Mister'"", "" 'The Temper Trap'"", "" 'Britney Spears'"", "" 'Rihanna'"", "" 'Katy Perry'"", "" 'Ke$ha'""})","frozenset({"" 'Glee Cast'"", "" 'Black Eyed Peas'""})",0.051899411449973246,0.06795077581594436,0.051899411449973246,1.0,14.716535433070865,0.048372806177556654,inf
192072,"frozenset({"" 'Mr. Mister'"", "" 'Glee Cast'"", "" 'Rihanna'""})","frozenset({"" 'The Temper Trap'"", "" 'Black Eyed Peas'""})",0.06260032102728733,0.07169609416800428,0.06260032102728733,1.0,13.947761194029852,0.05811212251596763,inf
